,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,date
6459,6460,B,Ship,4,3,200,4,low,F,10,4291,1,2017-11-15
6460,6461,C,Ship,6,1,196,4,medium,F,2,5844,0,2017-02-02
6461,6462,F,Ship,2,1,285,5,low,M,4,5759,0,2017-07-08
6462,6463,D,Ship,4,2,265,2,low,M,2,5649,0,2017-04-24
6463,6464,F,Ship,3,2,131,5,low,F,8,5084,0,2017-10-28
6464,6465,A,Ship,5,4,216,3,medium,F,2,5404,1,2017-10-04
6465,6466,B,Ship,4,1,253,4,low,F,1,5621,0,2017-03-27
6466,6467,C,Ship,5,3,230,4,medium,M,4,5278,1,2017-08-08
6467,6468,F,Ship,4,1,173,4,medium,F,1,4684,0,2017-08-06
6468,6469,D,Ship,3,5,206,2,low,F,4,4080,0,2017-01-08
6469,6470,F,Ship,5,3,189,5,low,M,7,4869,0,2017-05-27
6470,6471,A,Ship,3,5,270,3,high,M,1,4078,1,2017-06-26
6471,6472,B,Ship,4,4,266,3,low,M,3,5531,1,2017-10-20
6472,6473,C,Ship,3,5,270,3,medium,M,7,5477,1,2017-11-15
6473,6474,F,Ship,3,4,216,8,medium,F,8,4616,0,2017-07-02
6474,6475,D,Ship,3,1,147,8,medium,M,6,4575,0,2017-08-18
6475,6476,F,Ship,3,2,270,6,medium,F,10,4725,1,2017-04-21
6476,6477,A,Ship,3,2,261,8,low,F,3,5171,0,2017-09-16
6477,6478,B,Ship,3,3,261,8,medium,M,3,4007,1,2017-05-12
6478,6479,C,Ship,4,2,177,6,low,F,3,4392,1,2017-05-04
6479,6480,F,Ship,4,4,142,10,high,F,7,4624,0,2017-03-07
6480,6481,D,Ship,5,4,222,3,medium,F,10,4663,0,2017-03-18
6481,6482,F,Ship,4,4,186,7,medium,M,9,5418,0,2017-11-28
6482,6483,A,Ship,3,2,177,3,medium,M,8,5006,1,2017-02-25
6483,6484,B,Ship,4,1,251,4,low,M,3,4433,0,2017-05-05
6484,6485,C,Ship,3,5,240,7,medium,F,9,5525,1,2017-01-20
6485,6486,F,Ship,3,4,260,4,medium,M,10,5425,0,2017-11-23
6486,6487,D,Ship,4,2,206,7,high,M,3,4991,0,2017-10-28
6487,6488,F,Ship,4,3,242,2,low,M,3,4811,1,2017-09-07
6488,6489,A,Ship,3,1,194,3,low,F,1,5566,0,2017-11-08
6489,6490,B,Ship,5,1,232,3,low,F,10,1014,1,2017-08-02
6490,6491,C,Ship,6,2,279,4,low,F,10,1990,1,2017-08-12
6491,6492,F,Ship,6,4,251,4,low,F,10,1568,1,2017-09-04
6492,6493,D,Ship,6,1,300,5,low,F,10,1787,0,2017-07-10
6493,6494,F,Ship,7,3,133,5,low,F,4,1783,1,2017-07-24
6494,6495,A,Ship,6,1,283,4,low,M,8,1404,0,2017-03-22
6495,6496,B,Ship,7,4,296,4,low,F,8,1717,1,2017-04-06
6496,6497,C,Ship,6,2,261,4,medium,M,8,1891,0,2017-01-13
6497,6498,F,Ship,6,2,286,4,low,F,3,1959,0,2017-12-03
6498,6499,D,Ship,6,1,298,4,low,F,1,1735,1,2017-10-02
6499,6500,F,Ship,6,1,287,4,medium,F,1,1581,0,2017-09-22
6500,6501,A,Ship,6,5,251,4,medium,F,3,1660,0,2017-09-02
6501,6502,B,Ship,5,2,231,5,low,F,4,1913,1,2017-07-07
6502,6503,C,Ship,5,1,249,5,medium,M,10,1561,0,2017-08-14
6503,6504,F,Ship,5,2,244,5,low,M,10,1699,0,2017-08-28
6504,6505,D,Ship,7,1,264,4,medium,F,9,1829,1,2017-12-23
6505,6506,F,Ship,5,1,254,5,medium,M,10,1020,0,2017-03-16
6506,6507,A,Ship,4,4,264,6,low,F,6,1758,0,2017-11-17
6507,6508,B,Ship,6,4,309,4,low,M,9,1771,1,2017-07-25
6508,6509,C,Ship,5,1,298,4,low,F,4,1853,0,2017-12-01
6509,6510,F,Ship,5,5,265,5,medium,M,1,1568,0,2017-10-30
6510,6511,D,Ship,6,2,246,4,medium,M,7,1071,0,2017-05-10
6511,6512,F,Ship,5,2,222,5,low,F,5,1329,0,2017-10-19
6512,6513,A,Ship,7,5,250,4,low,M,1,1690,1,2017-09-07
6513,6514,B,Ship,4,2,240,5,medium,M,7,1711,1,2017-03-24
6514,6515,C,Ship,4,1,246,6,low,F,6,1335,1,2017-09-20
6515,6516,F,Ship,6,2,293,5,medium,F,4,1281,0,2017-11-01
6516,6517,D,Ship,5,5,189,5,low,M,3,5254,1,2017-07-11
6517,6518,F,Ship,3,5,270,3,high,F,7,4459,1,2017-09-25
6518,6519,A,Ship,4,4,266,3,low,M,10,5221,0,2017-12-04
6519,6520,B,Ship,3,2,270,3,medium,M,9,5873,1,2017-02-28
6520,6521,C,Ship,3,3,216,8,medium,M,4,5329,1,2017-12-17
6521,6522,F,Ship,3,3,147,8,medium,F,7,5822,0,2017-12-22
6522,6523,D,Ship,3,5,270,6,medium,F,9,4195,0,2017-01-28
6523,6524,F,Ship,3,3,261,8,low,M,10,4145,0,2017-04-18
6524,6525,A,Ship,3,1,261,8,medium,F,9,5248,1,2017-06-08
6525,6526,B,Ship,4,4,177,6,low,M,6,5451,1,2017-05-26
6526,6527,C,Ship,4,2,142,10,high,F,9,4280,1,2017-02-28
6527,6528,F,Ship,5,3,222,3,medium,F,10,4597,0,2017-05-05
6528,6529,D,Ship,4,5,186,7,medium,F,1,4357,0,2017-10-27
6529,6530,F,Ship,3,3,177,3,medium,M,10,5374,1,2017-07-19
6530,6531,A,Ship,4,4,251,4,low,F,1,4252,0,2017-10-30
6531,6532,B,Ship,3,3,240,7,medium,M,3,4385,0,2017-06-13
6532,6533,C,Ship,3,5,260,4,medium,F,8,4162,1,2017-09-20
6533,6534,F,Ship,4,2,206,7,high,M,7,5479,1,2017-10-02
6534,6535,D,Ship,4,5,242,2,low,M,4,5341,0,2017-10-28
6535,6536,F,Ship,3,2,194,3,low,F,3,5779,1,2017-06-18
6536,6537,A,Ship,5,2,232,3,low,F,1,1187,1,2017-07-05
6537,6538,B,Ship,6,4,279,4,low,F,1,1246,1,2017-09-13
6538,6539,C,Ship,6,3,251,4,low,M,1,1230,1,2017-11-11
6539,6540,F,Ship,6,2,300,5,low,M,3,1696,0,2017-12-07
6540,6541,D,Ship,7,5,133,5,low,F,7,1239,1,2017-10-13
6541,6542,F,Ship,6,4,283,4,low,F,10,1512,0,2017-06-03
6542,6543,A,Ship,7,5,296,4,low,F,2,1823,1,2017-09-22
6543,6544,B,Ship,6,1,261,4,medium,F,8,1524,0,2017-10-09
6544,6545,C,Ship,6,3,286,4,low,M,5,1750,1,2017-06-06
6545,6546,F,Ship,6,5,298,4,low,M,3,1520,0,2017-06-23
6546,6547,D,Ship,6,3,287,4,medium,F,8,1850,1,2017-03-16
6547,6548,F,Ship,6,2,251,4,medium,F,6,1864,0,2017-02-23
6548,6549,A,Ship,5,4,231,5,low,M,10,1247,0,2017-06-01
6549,6550,B,Road,5,1,249,5,medium,F,1,1654,1,2017-05-27
6550,6551,C,Road,5,5,244,5,low,M,5,1787,0,2017-07-28
6551,6552,F,Road,7,3,264,4,medium,M,3,1296,0,2017-05-07
6552,6553,D,Road,5,4,254,5,medium,M,7,1545,0,2017-08-30
6553,6554,F,Road,4,1,264,6,low,M,7,1007,0,2017-01-19
6554,6555,A,Road,6,2,309,4,low,F,6,1335,0,2017-04-29
6555,6556,B,Road,5,1,298,4,low,M,4,1551,0,2017-08-11
6556,6557,C,Road,5,3,265,5,medium,F,6,1929,0,2017-01-24
6557,6558,F,Road,6,2,246,4,medium,F,7,1297,1,2017-10-20
6558,6559,D,Road,5,5,222,5,low,F,4,1311,0,2017-05-24
6559,6560,F,Road,7,1,250,4,low,M,9,1890,1,2017-12-23
6560,6561,A,Road,6,5,269,4,low,F,2,1243,0,2017-08-16
6561,6562,B,Road,6,2,161,4,low,F,9,1377,0,2017-08-29
6562,6563,C,Road,4,3,256,5,low,F,5,1533,1,2017-11-30
6563,6564,F,Road,5,1,303,5,medium,F,4,1009,0,2017-01-31
6564,6565,D,Road,5,3,257,5,medium,F,3,1953,0,2017-07-01
6565,6566,F,Road,5,2,259,5,low,F,3,1724,1,2017-11-13
6566,6567,A,Road,4,4,249,6,low,F,1,1398,1,2017-07-15
6567,6568,B,Road,6,2,289,4,high,F,3,1116,0,2017-12-07
6568,6569,C,Road,6,2,308,5,medium,F,6,1118,0,2017-08-12
6569,6570,F,Road,6,3,297,4,medium,F,2,1520,1,2017-12-07
6570,6571,D,Road,4,2,255,5,low,M,1,1353,1,2017-08-02
6571,6572,F,Flight,6,4,266,4,low,M,9,1253,1,2017-04-15
6572,6573,A,Flight,7,5,302,4,low,M,3,1597,1,2017-11-16
6573,6574,B,Flight,4,4,223,5,medium,M,4,1344,0,2017-03-10
6574,6575,C,Flight,6,1,261,4,low,F,6,1703,1,2017-03-10
6575,6576,F,Flight,4,1,273,5,low,F,7,1922,0,2017-10-05
6576,6577,D,Flight,6,5,260,4,low,F,2,1221,0,2017-01-27
6577,6578,F,Flight,5,1,266,5,low,F,9,1852,0,2017-02-13
6578,6579,A,Flight,2,1,164,5,low,F,8,1886,0,2017-06-15
6579,6580,B,Flight,5,5,240,6,medium,F,9,1117,0,2017-05-13
6580,6581,C,Flight,6,5,305,4,medium,M,10,1418,1,2017-04-26
6581,6582,F,Flight,5,3,248,5,low,F,7,1475,1,2017-02-03
6582,6583,D,Flight,7,2,279,4,medium,F,1,1480,0,2017-06-18
6583,6584,F,Flight,5,2,244,6,low,F,7,1315,0,2017-02-14
6584,6585,A,Flight,5,1,267,5,low,F,4,1097,0,2017-10-15
6585,6586,B,Flight,7,2,275,4,medium,F,6,1513,0,2017-11-09
6586,6587,C,Flight,6,4,299,4,medium,M,9,1036,1,2017-07-04
6587,6588,F,Flight,6,1,254,4,medium,F,3,1488,1,2017-12-21
6588,6589,D,Flight,6,1,273,4,medium,F,6,1524,0,2017-05-06
6589,6590,F,Flight,5,3,218,5,low,F,6,1278,1,2017-03-26
6590,6591,A,Flight,5,4,267,5,medium,F,10,1837,1,2017-05-23
6591,6592,B,Flight,6,2,259,4,medium,M,6,1066,1,2017-01-28
6592,6593,C,Flight,7,4,272,4,low,M,3,1805,0,2017-11-29
6593,6594,F,Ship,5,4,281,4,medium,M,8,1220,0,2017-06-26
6594,6595,D,Ship,6,2,267,4,medium,F,1,1935,0,2017-10-31
6595,6596,F,Ship,6,4,260,4,medium,F,10,1927,0,2017-02-13
6596,6597,A,Ship,7,2,261,4,medium,M,9,1918,1,2017-04-10
6597,6598,B,Ship,4,1,219,2,medium,F,2,1752,0,2017-05-16
6598,6599,C,Ship,4,3,264,5,medium,M,3,1639,0,2017-05-07
6599,6600,F,Ship,7,3,310,5,low,F,5,1563,0,2017-01-20
6600,6601,D,Ship,6,4,297,5,high,M,6,1631,0,2017-06-24
6601,6602,F,Ship,4,3,274,5,low,M,5,1512,0,2017-07-27
6602,6603,A,Ship,5,5,246,5,medium,M,6,1053,0,2017-07-06
6603,6604,B,Ship,5,3,221,6,medium,F,3,1960,1,2017-07-08
6604,6605,C,Ship,6,3,295,4,low,F,10,1495,0,2017-08-30
6605,6606,F,Ship,7,4,259,4,low,M,6,1697,0,2017-09-10
6606,6607,D,Ship,4,4,138,3,medium,F,7,1597,1,2017-11-06
6607,6608,F,Ship,3,5,250,2,low,F,9,1205,0,2017-06-08
6608,6609,A,Ship,5,1,236,6,medium,F,4,1705,0,2017-01-29
6609,6610,B,Ship,5,1,267,5,medium,M,10,1505,0,2017-03-17
6610,6611,C,Ship,6,4,283,4,medium,M,1,1384,1,2017-02-13
6611,6612,F,Ship,7,1,244,4,low,M,8,1817,1,2017-01-30
6612,6613,D,Ship,5,2,260,5,low,M,9,1809,1,2017-07-27
6613,6614,F,Ship,5,1,276,5,medium,M,5,1358,1,2017-10-31
6614,6615,A,Ship,7,3,307,4,low,M,4,1653,0,2017-10-18
6615,6616,B,Ship,6,5,266,4,low,M,8,1709,0,2017-06-06
6616,6617,C,Ship,5,2,237,5,medium,M,6,1084,0,2017-05-18
6617,6618,F,Ship,4,4,251,6,medium,M,4,1869,0,2017-08-26
6618,6619,D,Ship,4,1,247,6,low,M,4,1349,1,2017-11-05
6619,6620,F,Ship,3,3,279,4,low,M,3,4620,0,2017-10-08
6620,6621,A,Ship,5,5,230,3,low,F,10,5163,0,2017-03-14
6621,6622,B,Ship,4,5,234,3,low,F,4,5100,1,2017-09-11
6622,6623,C,Ship,6,5,152,4,medium,F,8,5351,0,2017-08-05
6623,6624,F,Ship,3,4,160,4,medium,M,9,4733,1,2017-03-29
6624,6625,D,Ship,3,2,263,3,low,F,3,5303,0,2017-01-24
6625,6626,F,Ship,4,1,164,3,low,M,4,5910,0,2017-05-25
6626,6627,A,Ship,3,3,209,2,medium,M,1,5098,1,2017-12-12
6627,6628,B,Ship,5,1,245,3,low,F,9,4694,0,2017-05-15
6628,6629,C,Ship,3,4,172,2,low,M,5,5919,0,2017-06-14
6629,6630,F,Ship,2,5,180,6,medium,F,7,4907,1,2017-02-11
6630,6631,D,Ship,3,3,145,3,medium,F,8,4522,0,2017-05-30
6631,6632,F,Ship,3,4,248,3,medium,F,6,4932,0,2017-09-15
6632,6633,A,Ship,5,4,242,3,high,F,4,4805,0,2017-08-01
6633,6634,B,Ship,4,3,237,3,medium,F,8,5045,1,2017-04-15
6634,6635,C,Ship,4,4,203,2,low,F,4,4793,0,2017-02-04
6635,6636,F,Ship,3,4,186,4,low,M,6,4403,0,2017-03-29
6636,6637,D,Ship,4,1,155,5,low,F,1,5986,0,2017-03-27
6637,6638,F,Ship,3,4,153,4,low,M,5,5604,1,2017-07-19
6638,6639,A,Ship,3,2,199,2,medium,M,10,4659,0,2017-05-12
6639,6640,B,Ship,4,5,219,3,medium,M,8,4605,0,2017-04-15
6640,6641,C,Ship,4,1,156,2,low,M,8,5488,0,2017-09-23
6641,6642,F,Ship,5,5,135,2,low,F,1,4324,1,2017-02-14
6642,6643,D,Ship,3,4,244,3,medium,M,2,5389,0,2017-01-26
6643,6644,F,Ship,5,1,183,3,low,F,10,5023,0,2017-02-18
6644,6645,A,Ship,4,3,258,2,low,F,3,4555,0,2017-08-04
6645,6646,B,Ship,6,2,168,2,low,M,3,5853,0,2017-04-20
6646,6647,C,Ship,5,1,161,2,medium,F,10,4108,1,2017-04-27
6647,6648,F,Ship,4,2,246,2,low,M,2,4497,1,2017-11-30
6648,6649,D,Ship,3,3,232,4,medium,M,3,5828,0,2017-11-28
6649,6650,F,Ship,3,3,155,2,medium,F,5,5577,0,2017-06-17
6650,6651,A,Ship,5,5,162,2,medium,M,6,5868,0,2017-01-28
6651,6652,B,Ship,4,3,123,4,medium,M,6,4166,0,2017-05-22
6652,6653,C,Ship,3,4,235,2,low,F,10,4575,0,2017-06-23
6653,6654,F,Ship,5,1,179,2,low,F,3,5417,0,2017-12-12
6654,6655,D,Ship,3,5,202,2,medium,M,3,5746,1,2017-05-27
6655,6656,F,Ship,4,5,272,2,medium,F,1,5378,0,2017-05-10
6656,6657,A,Ship,4,2,185,3,medium,M,1,5338,0,2017-06-15
6657,6658,B,Ship,3,3,188,2,medium,F,2,4336,0,2017-03-10
6658,6659,C,Ship,3,2,250,4,low,F,3,5449,1,2017-05-29
6659,6660,F,Ship,5,3,224,4,low,M,7,4553,0,2017-09-08
6660,6661,D,Ship,4,1,261,3,low,F,10,5943,0,2017-08-30
6661,6662,F,Ship,3,1,200,2,medium,M,8,4337,0,2017-06-08
6662,6663,A,Ship,4,1,200,4,medium,M,3,5837,0,2017-07-31
6663,6664,B,Ship,2,1,143,3,low,M,4,4512,0,2017-04-13
6664,6665,C,Ship,3,4,199,3,low,M,7,5089,0,2017-08-13
6665,6666,F,Ship,4,5,157,3,medium,M,2,5791,1,2017-12-11
6666,6667,D,Ship,3,2,225,3,high,M,5,4304,1,2017-09-25
6667,6668,F,Ship,3,3,152,2,medium,M,3,4193,1,2017-02-11
6668,6669,A,Ship,4,4,236,2,medium,F,6,5101,1,2017-11-28
6669,6670,B,Ship,3,1,266,5,low,M,1,5459,0,2017-03-14
6670,6671,C,Ship,3,2,243,4,medium,M,4,4410,1,2017-06-15
6671,6672,F,Ship,4,5,224,6,high,F,5,5659,1,2017-12-23
6672,6673,D,Ship,3,5,153,4,low,F,10,5897,0,2017-08-14
6673,6674,F,Ship,4,2,232,3,medium,F,7,5737,1,2017-11-28
6674,6675,A,Ship,3,3,253,3,medium,M,5,4754,1,2017-09-04
6675,6676,B,Ship,3,3,150,3,low,M,5,5328,0,2017-08-10
6676,6677,C,Ship,4,3,198,2,low,M,5,5724,1,2017-02-03
6677,6678,F,Ship,4,4,231,3,low,M,9,4305,1,2017-05-02
6678,6679,D,Ship,3,5,135,2,medium,F,9,5614,1,2017-09-28
6679,6680,F,Ship,5,4,153,3,low,M,5,4711,1,2017-04-11
6680,6681,A,Ship,4,2,201,2,low,M,3,4869,1,2017-11-30
6681,6682,B,Ship,4,4,273,2,medium,M,6,5676,1,2017-04-07
6682,6683,C,Ship,5,4,245,3,high,M,4,4298,0,2017-01-18
6683,6684,F,Ship,4,4,157,2,low,M,9,4491,1,2017-08-16
6684,6685,D,Ship,4,3,150,2,high,F,8,4965,1,2017-12-05
6685,6686,F,Ship,3,3,243,2,low,M,3,4675,1,2017-06-14
6686,6687,A,Road,4,5,105,5,high,M,4,5824,1,2017-11-15
6687,6688,B,Road,5,4,221,5,low,M,6,5059,0,2017-09-26
6688,6689,C,Road,3,1,236,6,medium,F,10,4858,0,2017-08-24
6689,6690,F,Road,4,4,263,3,medium,M,5,4193,0,2017-07-05
6690,6691,D,Road,3,3,213,2,low,M,10,5495,0,2017-07-31
6691,6692,F,Road,6,1,259,3,low,F,3,5683,0,2017-10-07
6692,6693,A,Road,4,2,190,3,medium,M,7,4766,0,2017-03-27
6693,6694,B,Road,3,5,213,4,medium,M,9,5550,1,2017-10-15
6694,6695,C,Road,5,3,261,4,medium,F,5,4623,1,2017-10-03
6695,6696,F,Road,3,5,254,3,medium,M,5,4946,0,2017-04-06
6696,6697,D,Road,3,4,151,4,medium,F,1,4587,1,2017-11-04
6697,6698,F,Road,5,1,187,4,medium,F,9,5657,1,2017-03-10
6698,6699,A,Road,4,5,139,2,medium,F,1,4606,0,2017-06-16
6699,6700,B,Road,5,2,173,2,high,F,10,4741,0,2017-03-09
6700,6701,C,Road,3,3,136,3,low,M,10,5175,0,2017-02-13
6701,6702,F,Road,4,1,272,4,high,M,1,5597,0,2017-12-23
6702,6703,D,Road,6,4,116,3,low,M,6,4649,0,2017-11-25
6703,6704,F,Road,4,2,181,3,low,M,10,4212,1,2017-10-17
6704,6705,A,Road,5,3,230,3,medium,M,4,4914,1,2017-10-20
6705,6706,B,Road,2,5,127,3,medium,F,3,5964,0,2017-09-07
6706,6707,C,Road,3,1,182,3,low,M,2,5760,0,2017-02-24
6707,6708,F,Road,3,1,186,2,medium,F,7,4556,0,2017-04-29
6708,6709,D,Flight,5,1,271,4,low,M,3,4610,1,2017-10-19
6709,6710,F,Flight,5,3,171,2,medium,F,1,5385,1,2017-04-05
6710,6711,A,Flight,4,3,238,2,medium,F,2,5328,0,2017-01-11
6711,6712,B,Flight,4,4,184,3,low,M,8,4453,1,2017-04-07
6712,6713,C,Flight,5,2,214,2,low,F,8,4767,0,2017-08-04
6713,6714,F,Flight,4,4,279,6,medium,M,5,4898,1,2017-11-20
6714,6715,D,Flight,3,2,168,4,low,F,1,4184,1,2017-01-31
6715,6716,F,Flight,6,4,221,5,medium,M,8,4511,1,2017-06-16
6716,6717,A,Flight,3,5,260,3,medium,M,7,5379,1,2017-10-14
6717,6718,B,Flight,4,3,204,3,medium,M,2,5010,0,2017-11-17
6718,6719,C,Flight,4,2,142,3,medium,F,6,4918,0,2017-08-06
6719,6720,F,Flight,4,3,178,3,medium,M,3,5669,0,2017-04-09
6720,6721,D,Flight,2,1,203,3,medium,M,6,4234,0,2017-07-23
6721,6722,F,Flight,4,2,180,4,medium,M,9,4329,0,2017-04-24
6722,6723,A,Flight,4,4,193,3,medium,F,3,4596,0,2017-07-15
6723,6724,B,Flight,5,4,99,2,high,F,4,4259,0,2017-05-09
6724,6725,C,Flight,3,1,250,3,low,M,1,4347,0,2017-10-07
6725,6726,F,Flight,4,1,152,3,medium,F,3,4250,1,2017-04-19
6726,6727,D,Flight,4,1,265,2,low,F,10,5418,1,2017-05-06
6727,6728,F,Flight,2,3,226,2,medium,M,2,4566,0,2017-03-19
6728,6729,A,Flight,3,3,234,3,low,M,3,4405,0,2017-12-12
6729,6730,B,Flight,4,3,225,2,high,F,4,4732,0,2017-09-23
6730,6731,C,Ship,3,5,161,2,medium,M,9,4623,0,2017-04-27
6731,6732,F,Ship,5,2,246,3,medium,F,10,5110,0,2017-01-28
6732,6733,D,Ship,4,5,162,3,medium,F,10,4850,1,2017-02-09
6733,6734,F,Ship,4,4,135,3,medium,M,2,5016,0,2017-12-13
6734,6735,A,Ship,4,3,201,2,low,F,10,4875,0,2017-01-18
6735,6736,B,Ship,6,4,235,6,low,M,1,5533,1,2017-07-23
6736,6737,C,Ship,5,2,214,2,low,F,10,5192,0,2017-07-10
6737,6738,F,Ship,6,3,245,5,medium,F,8,5678,1,2017-10-21
6738,6739,D,Ship,5,5,192,2,low,M,10,5564,0,2017-07-08
6739,6740,F,Ship,5,5,179,5,low,M,3,4333,1,2017-06-21
6740,6741,A,Ship,6,3,210,4,medium,M,9,5440,0,2017-09-04
6741,6742,B,Ship,3,2,209,2,medium,F,2,4635,0,2017-10-25
6742,6743,C,Ship,4,2,200,3,medium,M,7,4323,0,2017-07-31
6743,6744,F,Ship,6,3,165,5,medium,M,5,4871,0,2017-08-01
6744,6745,D,Ship,3,5,168,3,medium,M,7,4296,0,2017-12-11
6745,6746,F,Ship,4,4,203,2,low,F,10,5192,0,2017-01-19
6746,6747,A,Ship,4,5,202,3,medium,M,8,5416,0,2017-11-18
6747,6748,B,Ship,4,2,266,3,medium,F,2,5252,1,2017-09-11
6748,6749,C,Ship,2,1,248,6,low,F,2,5182,0,2017-11-08
6749,6750,F,Ship,5,3,173,3,low,M,5,5395,0,2017-01-31
6750,6751,D,Ship,2,4,156,3,medium,F,8,5668,1,2017-04-11
6751,6752,F,Ship,3,5,109,2,high,M,2,5978,1,2017-05-16
6752,6753,A,Ship,3,4,250,3,low,M,6,4830,1,2017-12-05
6753,6754,B,Ship,2,4,195,4,medium,M,3,5641,1,2017-04-28
6754,6755,C,Ship,4,1,160,5,low,F,10,4018,1,2017-09-11
6755,6756,F,Ship,2,5,189,3,low,F,5,5320,0,2017-07-21
6756,6757,D,Ship,4,3,239,3,medium,M,9,5897,1,2017-04-24
6757,6758,F,Ship,3,3,204,2,medium,F,5,5399,0,2017-05-31
6758,6759,A,Ship,4,5,156,3,low,M,5,4610,0,2017-08-31
6759,6760,B,Ship,5,2,192,3,high,F,7,5695,1,2017-05-24
6760,6761,C,Ship,4,2,233,2,low,M,7,5546,1,2017-08-07
6761,6762,F,Ship,5,3,253,3,low,F,3,5944,1,2017-10-30
6762,6763,D,Ship,2,1,277,6,low,M,10,4165,0,2017-08-31
6763,6764,F,Ship,4,2,211,2,low,F,9,5883,1,2017-02-06
6764,6765,A,Ship,6,4,172,6,medium,F,10,5554,1,2017-01-30
6765,6766,B,Ship,5,4,211,4,low,F,4,4498,1,2017-02-10
6766,6767,C,Ship,2,3,248,4,high,F,2,4521,0,2017-11-27
6767,6768,F,Ship,3,4,176,3,medium,M,4,5623,0,2017-07-20
6768,6769,D,Ship,4,1,100,6,medium,M,6,5841,0,2017-11-12
6769,6770,F,Ship,5,5,195,4,low,F,1,4393,1,2017-11-10
6770,6771,A,Ship,3,2,137,3,low,F,4,5617,0,2017-05-10
6771,6772,B,Ship,4,4,195,4,medium,M,2,5464,0,2017-10-04
6772,6773,C,Ship,2,5,185,3,low,F,9,5810,0,2017-08-14
6773,6774,F,Ship,3,1,250,2,medium,F,9,4753,0,2017-10-01
6774,6775,D,Ship,3,2,150,3,low,M,2,4660,1,2017-08-17
6775,6776,F,Ship,3,1,166,3,medium,F,9,4251,0,2017-12-09
6776,6777,A,Ship,4,5,257,2,medium,M,5,4127,0,2017-12-04
6777,6778,B,Ship,5,1,249,3,medium,F,5,4392,0,2017-10-18
6778,6779,C,Ship,5,5,268,3,medium,F,7,4480,1,2017-06-24
6779,6780,F,Ship,4,4,273,3,low,F,3,5749,1,2017-02-10
6780,6781,D,Ship,5,5,246,3,medium,F,9,4107,0,2017-01-22
6781,6782,F,Ship,5,1,142,6,medium,M,1,4843,1,2017-11-17
6782,6783,A,Ship,5,2,168,2,low,M,6,5464,1,2017-03-30
6783,6784,B,Ship,5,2,249,3,low,M,9,5978,1,2017-05-27
6784,6785,C,Ship,3,1,220,3,medium,F,6,5319,0,2017-02-20
6785,6786,F,Ship,4,3,189,2,low,F,7,4765,0,2017-05-25
6786,6787,D,Ship,5,2,237,4,low,M,5,5623,1,2017-02-01
6787,6788,F,Ship,4,4,247,3,high,F,2,5324,1,2017-05-28
6788,6789,A,Ship,3,4,250,6,medium,M,1,4543,1,2017-08-12
6789,6790,B,Ship,4,4,207,10,low,F,1,4602,0,2017-10-24
6790,6791,C,Ship,4,4,201,10,low,M,3,4202,0,2017-11-06
6791,6792,F,Ship,4,2,142,2,low,M,6,5326,0,2017-07-13
6792,6793,D,Ship,3,1,207,2,low,M,7,4639,0,2017-06-28
6793,6794,F,Ship,3,1,214,2,high,F,10,4310,0,2017-05-12
6794,6795,A,Ship,4,3,134,10,medium,M,8,4337,0,2017-06-06
6795,6796,B,Ship,3,4,178,8,medium,F,6,4146,0,2017-05-24
6796,6797,C,Ship,4,1,186,2,low,M,4,4686,1,2017-03-15
6797,6798,F,Ship,4,4,250,3,low,M,10,4505,0,2017-10-25
6798,6799,D,Ship,4,3,172,3,medium,F,10,5434,0,2017-06-29
6799,6800,F,Ship,3,4,265,10,low,M,10,4049,0,2017-02-13
6800,6801,A,Ship,3,2,158,7,medium,M,10,4244,1,2017-03-06
6801,6802,B,Ship,3,1,180,7,medium,M,10,5536,0,2017-07-22
6802,6803,C,Ship,4,2,173,3,high,F,3,5364,0,2017-10-31
6803,6804,F,Ship,3,3,153,10,medium,M,10,5772,0,2017-07-31
6804,6805,D,Ship,4,4,182,3,high,F,7,5197,0,2017-01-30
6805,6806,F,Ship,3,1,192,3,low,F,9,5004,0,2017-07-24
6806,6807,A,Ship,6,5,285,7,medium,M,9,4112,0,2017-02-23
6807,6808,B,Ship,3,3,151,6,low,F,6,4279,0,2017-10-19
6808,6809,C,Ship,3,3,242,2,low,F,7,4501,0,2017-05-12
6809,6810,F,Ship,3,1,237,3,medium,F,4,5860,0,2017-09-20
6810,6811,D,Ship,5,2,259,5,low,F,7,1032,0,2017-05-15
6811,6812,F,Ship,4,3,249,6,low,M,2,1046,1,2017-03-29
6812,6813,A,Ship,6,3,289,4,high,F,5,1708,0,2017-06-13
6813,6814,B,Ship,6,3,308,5,medium,F,4,1118,0,2017-03-02
6814,6815,C,Ship,6,3,297,4,medium,M,2,1954,0,2017-08-28
6815,6816,F,Ship,4,1,255,5,low,F,4,1005,0,2017-04-26
6816,6817,D,Ship,6,1,266,4,low,M,9,1287,0,2017-01-30
6817,6818,F,Ship,7,2,302,4,low,M,6,1632,0,2017-03-18
6818,6819,A,Ship,4,5,223,5,medium,F,6,1579,1,2017-07-23
6819,6820,B,Ship,6,5,261,4,low,F,9,1266,1,2017-10-25
6820,6821,C,Ship,4,4,273,5,low,M,10,1316,0,2017-06-19
