id,age,status,gender,diet,drinks,height,income,last_online,location,offspring,sign,smokes,speaks,age_group,messages_sent,profile_completion,account_age,preferred_age_range,subscription_type,self_rated_attractiveness
154657,39,single,f,,rarely,63,-1,29/06/2012,"san francisco, california",doesn't have kids,virgo,no,"english (poorly), chinese (okay)",35-44,363,85,3,34-44,Free,9
351543,26,single,f,mostly vegetarian,socially,64,40000,28/06/2012,"san francisco, california","doesn't have kids, but might want them",pisces but it doesn’t matter,no,"english (fluently), spanish (fluently)",25-34,330,51,4,21-31,Free,8
714157,25,single,m,mostly anything,socially,72,-1,29/06/2012,"san francisco, california",,aquarius,sometimes,"english, french (okay), chinese (okay)",25-34,118,95,5,20-30,Free,9
723008,26,single,m,mostly anything,socially,69,-1,29/06/2012,"berkeley, california","doesn't have kids, but might want them",,no,"english, chinese (poorly), lisp (okay)",25-34,198,69,4,21-31,Premium,10
610113,44,single,f,mostly anything,socially,66,70000,29/06/2012,"san francisco, california",,aries but it doesn’t matter,no,"english (fluently), french (poorly)",45-54,400,89,4,39-49,Free,9
554180,60,single,f,mostly anything,rarely,61,-1,29/06/2012,"martinez, california",doesn't want kids,libra and it’s fun to think about,no,english,55-64,465,99,3,55-65,Free,9
908133,29,single,m,,not at all,72,-1,25/06/2012,"san francisco, california",,aquarius but it doesn’t matter,no,"english (fluently), french, spanish, c++",25-34,262,85,7,24-34,Free,3
333389,27,single,m,,socially,69,-1,02/02/2012,"millbrae, california",has kids,aquarius but it doesn’t matter,trying to quit,"english (fluently), spanish (fluently), italian (poorly)",25-34,183,57,7,22-32,Premium,9
658655,37,single,m,mostly anything,socially,71,-1,19/11/2011,"alameda, california",has kids,gemini and it matters a lot,trying to quit,"english (fluently), english (fluently)",35-44,447,88,4,32-42,Free,10
712165,23,single,m,,often,73,1000000,29/06/2012,"san francisco, california",doesn't have kids,,no,english,18-24,147,74,1,18-28,Premium,2
244290,22,single,m,,socially,71,-1,03/02/2012,"berkeley, california",,,,english,18-24,165,64,2,18-27,Free,8
281666,27,single,m,,,69,-1,29/06/2012,"palo alto, california",,aquarius but it doesn’t matter,no,english,25-34,74,79,4,22-32,Free,9
373347,25,single,m,strictly anything,socially,72,-1,22/06/2012,"berkeley, california",,cancer and it’s fun to think about,yes,"english (fluently), chinese (fluently)",25-34,235,96,4,20-30,Free,9
980654,23,single,m,,rarely,72,-1,29/06/2012,"pleasant hill, california",doesn't have kids,,no,english,18-24,313,83,8,18-28,Free,7
262816,66,single,m,,socially,71,-1,17/06/2012,"el sobrante, california",has kids,,no,english,65+,271,53,2,61-65,Premium,9
634028,22,single,m,,socially,70,-1,26/05/2012,"berkeley, california",,,,english,18-24,178,71,1,18-27,Free,9
520088,26,single,m,mostly anything,socially,72,100000,26/06/2012,"mountain view, california","doesn't have kids, but wants them",gemini but it doesn’t matter,no,"english (fluently), spanish (poorly), c++ (fluently)",25-34,282,74,9,21-31,Free,8
370256,26,single,m,mostly anything,not at all,72,-1,29/06/2012,"south san francisco, california","doesn't have kids, but might want them",virgo but it doesn’t matter,no,english,25-34,50,58,6,21-31,Free,1
518427,39,single,m,,rarely,67,-1,20/06/2012,"berkeley, california",,sagittarius but it doesn’t matter,no,"english (fluently), chinese (poorly)",35-44,74,72,1,34-44,Free,9
441986,23,single,m,anything,,70,-1,23/06/2012,"oakland, california",,,,"english, italian (fluently), spanish (poorly)",18-24,143,88,6,18-28,Free,6
257725,30,married,m,,socially,69,-1,22/05/2012,"berkeley, california",,aquarius,no,"english (fluently), spanish (okay), korean (fluently)",25-34,342,99,9,25-35,Free,8
898933,24,single,m,anything,often,74,-1,27/06/2012,"stanford, california",,,,"english (fluently), chinese (fluently), japanese (fluently), polish (poorly)",25-34,187,61,9,19-29,Free,5
473070,31,single,m,mostly vegetarian,socially,72,-1,28/06/2012,"san francisco, california",,,no,english,25-34,122,63,5,26-36,Free,10
270111,28,single,f,,socially,66,-1,14/08/2011,"san francisco, california",,aries,no,"english (fluently), dutch (fluently), spanish (okay), other (fluently)",25-34,331,56,1,23-33,Free,9
818449,35,single,f,anything,,70,-1,30/06/2012,"san mateo, california",,,no,"english, japanese",35-44,250,80,5,30-40,Free,9
401732,35,single,f,anything,socially,63,-1,29/06/2012,"san francisco, california",,scorpio but it doesn’t matter,no,"english (fluently), chinese (okay)",35-44,295,55,5,30-40,Free,8
276217,43,single,f,,often,64,150000,29/06/2012,"oakland, california",,,no,english (fluently),35-44,322,72,2,38-48,Free,5
785536,37,single,f,,socially,59,-1,29/06/2012,"berkeley, california","doesn't have kids, but wants them",,no,english,35-44,129,68,3,32-42,Premium,9
173897,36,single,m,,socially,69,-1,18/06/2012,"san francisco, california",,libra and it’s fun to think about,no,english,35-44,251,70,4,31-41,Free,9
397738,28,single,m,,socially,75,-1,24/06/2012,"oakland, california",,,no,"english (fluently), chinese (okay)",25-34,357,68,3,23-33,Premium,8
259562,41,single,m,,socially,76,-1,23/06/2012,"san francisco, california",doesn't want kids,scorpio but it doesn’t matter,no,"english (fluently), spanish (okay)",35-44,431,96,3,36-46,Premium,8
787206,41,single,f,,socially,65,-1,30/06/2012,"san anselmo, california",has a kid,gemini but it doesn’t matter,no,"english (fluently), french (okay), ancient greek (poorly)",35-44,179,68,3,36-46,Premium,9
878049,37,single,m,strictly anything,often,69,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",libra but it doesn’t matter,no,english,35-44,407,93,2,32-42,Free,2
368774,41,single,m,,socially,70,-1,12/07/2011,"alameda, california",,leo,no,english,35-44,348,83,6,36-46,Free,9
705679,27,seeing someone,f,,socially,64,-1,17/06/2012,"san francisco, california",,libra and it’s fun to think about,no,"english (fluently), german (okay)",25-34,494,92,9,22-32,Free,8
733448,43,single,f,mostly anything,socially,71,-1,30/06/2012,"oakland, california",,aries and it’s fun to think about,,"english, german (fluently)",35-44,109,62,1,38-48,Free,10
653511,27,single,m,,often,75,30000,29/06/2012,"san francisco, california",,taurus and it’s fun to think about,yes,english (fluently),25-34,481,85,2,22-32,Free,6
655929,25,single,m,mostly anything,socially,72,-1,30/06/2012,"san francisco, california",doesn't have kids,libra,no,"english, farsi (okay), spanish (poorly), italian (poorly)",25-34,467,74,6,20-30,Free,10
445380,25,single,m,mostly anything,socially,69,-1,30/06/2012,"san francisco, california",doesn't have kids,sagittarius,no,"english (fluently), french (fluently), japanese (okay)",25-34,337,82,1,20-30,Free,8
137803,40,single,m,anything,rarely,74,1000000,19/06/2012,"san francisco, california",,scorpio,sometimes,english,35-44,77,70,7,35-45,Premium,9
575587,35,single,m,mostly anything,socially,68,-1,30/06/2012,"san francisco, california",,,no,"english, chinese (okay), french (poorly)",35-44,465,83,3,30-40,Premium,10
365346,31,single,m,,often,75,-1,30/06/2012,"san francisco, california",doesn't want kids,capricorn and it’s fun to think about,no,english (fluently),25-34,1,95,6,26-36,Free,2
641517,44,single,m,mostly anything,socially,70,100000,30/06/2012,"san anselmo, california",doesn't want kids,scorpio and it’s fun to think about,sometimes,"english (fluently), french (poorly), german (okay), latin (poorly)",45-54,320,74,3,39-49,Free,10
980532,59,single,m,mostly anything,socially,70,-1,25/06/2012,"berkeley, california",doesn't want kids,,no,"english, french (okay)",55-64,275,67,6,54-64,Premium,9
370258,26,single,f,mostly anything,socially,63,-1,30/06/2012,"oakland, california",,aries but it doesn’t matter,,english,25-34,289,92,4,21-31,Free,10
877223,37,single,m,strictly anything,socially,72,-1,29/06/2012,"oakland, california","has a kid, and might want more",pisces and it’s fun to think about,no,"english (fluently), spanish (poorly)",35-44,296,60,9,32-42,Free,8
822288,29,single,m,,socially,72,-1,25/06/2012,"san francisco, california","doesn't have kids, but wants them",aquarius and it’s fun to think about,no,"english (fluently), spanish (fluently)",25-34,168,68,3,24-34,Free,8
404552,25,single,m,mostly anything,socially,67,-1,30/06/2012,"san francisco, california",,sagittarius but it doesn’t matter,no,english (fluently),25-34,239,98,5,20-30,Free,9
782581,27,single,m,,socially,68,-1,22/09/2011,"san francisco, california",,pisces and it’s fun to think about,when drinking,english,25-34,458,98,6,22-32,Premium,8
726162,48,single,m,mostly vegetarian,rarely,74,40000,29/06/2012,"san francisco, california",,capricorn,no,english (okay),45-54,474,83,1,43-53,Free,7
230689,47,single,f,mostly anything,socially,65,-1,27/06/2012,"san francisco, california","has kids, but doesn't want more",leo,no,"english (fluently), italian (fluently), spanish (okay), french (poorly)",45-54,22,51,7,42-52,Premium,8
785552,44,single,m,,socially,69,-1,28/06/2012,"oakland, california",,taurus and it’s fun to think about,no,"english (fluently), german (poorly), c++ (poorly), yiddish (okay), sign language (poorly)",45-54,293,79,9,39-49,Free,8
318250,29,single,f,anything,socially,66,-1,13/03/2012,"san francisco, california",,leo and it’s fun to think about,sometimes,"english (fluently), spanish (okay)",25-34,171,94,6,24-34,Free,10
942827,25,available,m,,socially,70,100000,29/06/2012,"san francisco, california",,,no,english (fluently),25-34,322,87,4,20-30,Free,10
114690,41,single,m,,socially,69,1000000,30/06/2012,"pacifica, california",,pisces and it’s fun to think about,no,english,35-44,317,64,7,36-46,Free,10
281910,21,available,m,strictly anything,socially,71,-1,05/06/2012,"berkeley, california",doesn't want kids,,no,english (fluently),18-24,395,60,4,18-26,Free,8
342857,35,single,m,strictly other,socially,67,-1,30/06/2012,"oakland, california",,sagittarius,no,"english (fluently), japanese (okay), spanish (poorly)",35-44,285,73,9,30-40,Premium,10
345142,20,single,f,vegetarian,socially,63,-1,26/06/2012,"oakland, california",,virgo but it doesn’t matter,no,english,18-24,478,53,8,18-25,Free,8
568192,22,single,m,anything,often,71,20000,12/06/2012,"san francisco, california",,virgo but it doesn’t matter,no,"english (fluently), german (poorly), spanish (okay), russian (poorly)",18-24,342,68,1,18-27,Free,2
594366,26,single,m,strictly anything,socially,73,-1,30/06/2012,"millbrae, california",wants kids,sagittarius and it’s fun to think about,no,english,25-34,192,78,3,21-31,Free,8
638883,28,seeing someone,m,,socially,71,-1,07/03/2012,"oakland, california",,aries but it doesn’t matter,no,english,25-34,168,63,1,23-33,Free,9
831942,29,single,m,strictly vegan,socially,67,-1,30/06/2012,"san francisco, california",doesn't want kids,capricorn but it doesn’t matter,no,"english, c++ (fluently), french (poorly)",25-34,403,99,1,24-34,Premium,8
158161,30,single,m,,socially,77,250000,29/06/2012,"san francisco, california","doesn't have kids, but wants them",,no,"english, spanish (fluently)",25-34,117,66,7,25-35,Free,9
670114,35,single,f,strictly vegetarian,socially,66,-1,07/09/2011,"san francisco, california",,,no,english,35-44,5,57,7,30-40,Free,8
193277,26,single,m,,socially,71,-1,25/06/2012,"half moon bay, california",,leo,no,english,25-34,330,62,9,21-31,Free,9
961724,28,single,m,,socially,71,-1,26/06/2012,"san francisco, california",,pisces but it doesn’t matter,no,"english (fluently), hebrew (poorly)",25-34,482,72,1,23-33,Premium,10
448058,24,single,m,,often,68,50000,04/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",cancer but it doesn’t matter,no,english (fluently),25-34,131,78,2,19-29,Free,2
674151,50,single,m,mostly vegetarian,socially,72,-1,29/06/2012,"san francisco, california",,,no,"english, spanish (poorly)",45-54,92,96,9,45-55,Premium,10
883559,24,single,m,mostly anything,socially,75,-1,12/11/2011,"san francisco, california",,,sometimes,english,25-34,250,60,9,19-29,Free,9
427259,39,single,m,,often,69,-1,30/06/2012,"san francisco, california",,,no,english,35-44,9,65,2,34-44,Free,5
892671,46,single,m,mostly anything,not at all,67,100000,30/06/2012,"oakland, california",,capricorn and it’s fun to think about,no,"english (fluently), norwegian (fluently), spanish (poorly)",45-54,50,99,4,41-51,Premium,4
820114,32,single,m,mostly anything,socially,71,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",pisces but it doesn’t matter,no,english (okay),25-34,348,93,7,27-37,Free,9
985269,24,single,f,mostly other,socially,60,-1,28/06/2012,"san leandro, california",,sagittarius but it doesn’t matter,no,english,25-34,293,72,1,19-29,Free,9
719640,22,single,f,,socially,65,-1,20/11/2011,"san francisco, california",,,yes,english,18-24,128,61,2,18-27,Free,8
127240,23,single,f,,,67,-1,15/11/2011,"berkeley, california",,scorpio,when drinking,english,18-24,487,87,5,18-28,Free,1
734392,24,single,f,mostly anything,socially,65,-1,30/06/2012,"oakland, california",,libra but it doesn’t matter,no,"english (fluently), spanish (okay), italian (okay), german (poorly)",25-34,391,73,2,19-29,Free,10
271782,29,single,f,,socially,66,-1,26/06/2012,"san francisco, california",,pisces but it doesn’t matter,no,"english, spanish (poorly)",25-34,248,80,6,24-34,Premium,8
851261,25,single,f,mostly anything,socially,64,50000,14/01/2012,"san francisco, california",,,no,english,25-34,101,87,1,20-30,Free,8
951715,38,single,f,mostly anything,socially,68,-1,30/06/2012,"palo alto, california",doesn't have kids,,no,english,35-44,336,85,6,33-43,Premium,9
831287,25,single,m,mostly anything,often,70,100000,28/05/2012,"palo alto, california",doesn't have kids,aries and it’s fun to think about,no,"english (fluently), hindi (fluently), french (fluently), german (okay)",25-34,82,50,5,20-30,Free,6
473382,27,single,f,strictly other,socially,64,-1,27/06/2012,"san francisco, california",,aries,when drinking,english,25-34,190,75,9,22-32,Premium,9
330993,39,single,f,,socially,68,100000,07/06/2012,"redwood city, california",,sagittarius but it doesn’t matter,sometimes,english,35-44,416,66,8,34-44,Premium,8
769321,33,single,f,mostly vegetarian,often,64,-1,25/06/2012,"san francisco, california",doesn't have kids,sagittarius but it doesn’t matter,no,"english (fluently), spanish (poorly)",25-34,142,85,8,28-38,Free,2
568934,45,single,m,mostly anything,very often,71,-1,22/04/2012,"san francisco, california",doesn't want kids,scorpio and it’s fun to think about,no,english,45-54,236,66,9,40-50,Free,8
203803,62,single,m,mostly anything,socially,75,-1,25/06/2012,"oakland, california","has kids, but doesn't want more",sagittarius but it doesn’t matter,no,english,55-64,286,86,5,57-65,Free,10
332518,36,single,m,anything,socially,71,-1,01/04/2012,"san francisco, california",,,no,english,35-44,276,76,7,31-41,Free,8
954510,41,single,f,mostly other,socially,66,-1,30/06/2012,"san francisco, california",,leo and it’s fun to think about,no,english,35-44,386,74,3,36-46,Free,8
747912,51,single,f,,not at all,66,-1,01/08/2011,"san leandro, california",has a kid,,no,english,45-54,381,79,6,46-56,Premium,6
916763,31,single,f,strictly vegetarian,desperately,65,-1,28/06/2012,"oakland, california","doesn't have kids, but wants them",taurus and it matters a lot,no,"english (fluently), spanish (okay), greek (poorly)",25-34,449,90,8,26-36,Free,1
774163,30,single,m,,,74,-1,24/06/2012,"berkeley, california",,aries but it doesn’t matter,,"english, chinese",25-34,290,74,4,25-35,Premium,2
721148,25,single,f,,socially,69,-1,30/06/2012,"san francisco, california",,leo,no,english,25-34,168,87,1,20-30,Free,10
617681,26,single,f,,socially,69,-1,28/06/2012,"oakland, california",,aquarius and it’s fun to think about,sometimes,english,25-34,442,81,3,21-31,Premium,8
863142,28,single,f,mostly anything,socially,61,-1,30/06/2012,"oakland, california",,sagittarius and it’s fun to think about,no,"english (fluently), tagalog (okay)",25-34,143,61,7,23-33,Premium,8
649362,34,single,f,,socially,61,-1,31/05/2012,"oakland, california",,cancer and it’s fun to think about,no,english,35-44,183,98,6,29-39,Free,9
205299,20,single,f,,not at all,65,-1,06/06/2012,"san francisco, california",,,no,english (fluently),18-24,44,70,1,18-25,Free,4
666655,34,single,f,,,69,-1,30/06/2012,"san francisco, california",doesn't have kids,gemini,no,"english, spanish, italian",35-44,242,91,6,29-39,Premium,6
408756,25,single,f,anything,often,64,-1,06/06/2012,"san francisco, california",,gemini and it’s fun to think about,no,"english (fluently), spanish (poorly)",25-34,314,83,6,20-30,Free,5
535711,26,single,f,strictly vegan,socially,64,-1,30/06/2012,"pacifica, california","doesn't have kids, but might want them",cancer but it doesn’t matter,no,"english (fluently), spanish (poorly), french (poorly)",25-34,433,50,2,21-31,Free,8
933871,30,single,m,strictly other,socially,76,-1,21/04/2012,"pleasant hill, california",,,no,english (fluently),25-34,468,62,6,25-35,Free,9
514897,24,single,f,mostly anything,socially,65,20000,23/12/2011,"san francisco, california",,scorpio but it doesn’t matter,sometimes,"english (fluently), french (poorly)",25-34,267,70,9,19-29,Free,10
692246,31,single,f,,socially,63,-1,30/06/2012,"belmont, california","doesn't have kids, but might want them",capricorn,no,english,25-34,475,50,8,26-36,Free,8
563846,24,single,m,,,66,-1,21/02/2012,"oakland, california",,,,english,25-34,252,62,3,19-29,Free,4
223753,27,single,m,,,71,-1,19/03/2012,"vallejo, california",,,,english,25-34,395,80,3,22-32,Free,10
216347,31,single,m,,not at all,62,-1,17/06/2012,"san francisco, california",,taurus but it doesn’t matter,sometimes,"english (fluently), french (poorly), spanish (poorly)",25-34,288,72,5,26-36,Free,10
490783,23,single,f,anything,socially,65,-1,29/06/2012,"san francisco, california",,leo but it doesn’t matter,no,english,18-24,211,52,7,18-28,Free,8
577694,23,single,m,,not at all,69,20000,28/06/2012,"half moon bay, california",,libra and it’s fun to think about,no,"english (fluently), french (poorly), spanish (poorly)",18-24,487,60,1,18-28,Free,8
725178,22,single,f,anything,socially,67,-1,30/06/2012,"millbrae, california",doesn't have kids,leo and it’s fun to think about,no,"english, french (okay)",18-24,176,78,3,18-27,Free,8
808067,20,single,m,,socially,65,20000,20/06/2012,"san leandro, california",,capricorn,no,"english, vietnamese",18-24,20,97,6,18-25,Free,8
197393,40,single,f,anything,socially,62,-1,27/06/2012,"burlingame, california","has a kid, but doesn't want more",leo and it’s fun to think about,no,"english (fluently), romanian (fluently), french (poorly)",35-44,315,67,2,35-45,Free,10
901425,56,single,m,,not at all,67,-1,26/06/2012,"san francisco, california",,,no,english,55-64,51,74,2,51-61,Free,3
696617,24,single,m,,socially,64,-1,29/06/2012,"san francisco, california",,cancer but it doesn’t matter,no,english (fluently),25-34,437,83,5,19-29,Premium,9
775515,27,single,m,mostly anything,socially,74,-1,04/07/2011,"berkeley, california",,leo and it’s fun to think about,sometimes,"english (fluently), french (okay)",25-34,422,67,5,22-32,Free,9
234233,30,single,m,,socially,74,-1,01/05/2012,"san francisco, california",,pisces and it’s fun to think about,no,"english (fluently), spanish (poorly)",25-34,232,98,3,25-35,Free,9
296897,24,single,m,anything,socially,69,-1,30/06/2012,"san francisco, california",doesn't have kids,,no,"english, german (okay), spanish (poorly)",25-34,432,50,4,19-29,Premium,8
429194,24,single,m,,often,71,-1,25/10/2011,"richmond, california",,gemini but it doesn’t matter,when drinking,english,25-34,122,77,5,19-29,Free,5
790747,21,single,m,,often,69,-1,28/06/2012,"san francisco, california",,capricorn and it’s fun to think about,no,english (fluently),18-24,361,53,6,18-26,Free,6
724296,23,single,m,mostly vegetarian,not at all,68,-1,30/06/2012,"oakland, california",,aries and it’s fun to think about,no,english (fluently),18-24,447,70,5,18-28,Free,5
517267,45,single,m,vegetarian,socially,71,-1,27/06/2012,"san francisco, california","doesn't have kids, but might want them",sagittarius but it doesn’t matter,no,english,45-54,99,55,9,40-50,Free,8
652036,38,single,m,anything,often,68,-1,30/06/2012,"san francisco, california",,cancer but it doesn’t matter,when drinking,english,35-44,213,70,6,33-43,Premium,5
515743,31,single,f,,socially,63,-1,05/03/2012,"moraga, california","has a kid, but doesn't want more",aquarius but it doesn’t matter,,english,25-34,409,86,2,26-36,Free,10
224401,26,single,m,,rarely,68,-1,30/06/2012,"san francisco, california",doesn't want kids,cancer and it’s fun to think about,no,"english, spanish, french",25-34,326,79,5,21-31,Premium,8
177468,19,single,f,anything,socially,66,20000,08/05/2012,"vallejo, california","doesn't have kids, but wants them",leo,no,english,18-24,134,69,9,18-24,Free,10
813476,37,available,m,,socially,67,-1,28/06/2012,"san francisco, california",,taurus and it’s fun to think about,sometimes,english (fluently),35-44,455,90,1,32-42,Premium,9
456291,26,single,m,mostly anything,socially,70,-1,15/04/2012,"san francisco, california",,leo and it’s fun to think about,no,"english (fluently), chinese (fluently)",25-34,317,81,1,21-31,Premium,9
589821,28,single,f,,socially,68,-1,03/05/2012,"san francisco, california",,virgo and it’s fun to think about,no,"english (fluently), hindi (okay), spanish (poorly)",25-34,217,80,4,23-33,Premium,10
870378,23,single,m,,rarely,69,-1,30/06/2012,"berkeley, california","doesn't have kids, and doesn't want any",cancer and it’s fun to think about,no,"english (fluently), c++ (okay), french (okay), tagalog (poorly)",18-24,87,85,7,18-28,Free,9
740320,30,single,m,mostly vegetarian,rarely,69,-1,30/06/2012,"san francisco, california",,,no,english,25-34,279,74,9,25-35,Free,8
143718,46,seeing someone,m,mostly anything,socially,76,-1,30/06/2012,"oakland, california",has kids,gemini and it’s fun to think about,no,english,45-54,39,54,2,41-51,Free,10
511979,32,single,m,mostly anything,socially,74,-1,28/06/2012,"san francisco, california","doesn't have kids, but wants them",cancer but it doesn’t matter,no,english,25-34,239,57,9,27-37,Free,8
933527,29,single,m,mostly anything,socially,71,-1,14/12/2011,"stanford, california",,,no,"english (fluently), german (fluently), c++ (fluently)",25-34,331,66,4,24-34,Free,8
360318,28,single,m,mostly anything,socially,71,-1,30/06/2012,"san francisco, california",,taurus but it doesn’t matter,no,english,25-34,430,64,1,23-33,Premium,10
700217,35,single,m,vegetarian,socially,72,-1,21/06/2012,"san francisco, california",,,no,"english (fluently), spanish (okay)",35-44,135,69,7,30-40,Free,10
174246,33,single,m,,socially,66,150000,30/06/2012,"san francisco, california",,taurus,no,english,25-34,181,94,5,28-38,Free,10
176135,27,single,f,mostly anything,socially,65,-1,28/06/2012,"south san francisco, california",,cancer and it’s fun to think about,yes,english,25-34,264,96,1,22-32,Free,10
598760,23,single,f,,socially,64,-1,30/06/2012,"san francisco, california",doesn't have kids,pisces and it’s fun to think about,no,"english, chinese (okay), spanish (poorly)",18-24,258,78,1,18-28,Free,9
663043,30,single,m,,,68,-1,09/05/2012,"san francisco, california",,,no,english,25-34,181,85,2,25-35,Free,7
315591,26,seeing someone,f,,socially,63,-1,24/05/2012,"palo alto, california",,pisces and it’s fun to think about,no,"english (fluently), chinese (okay), spanish (poorly)",25-34,20,99,7,21-31,Free,9
718775,22,single,f,,socially,73,-1,01/05/2012,"san francisco, california",doesn't have kids,libra,no,"english, swedish, danish",18-24,350,100,7,18-27,Free,8
305642,25,single,f,strictly anything,socially,64,-1,28/06/2012,"san francisco, california",doesn't have kids,pisces and it’s fun to think about,no,"english (fluently), spanish (poorly), sign language (poorly)",25-34,431,77,3,20-30,Free,9
673769,27,single,m,mostly anything,socially,70,-1,30/06/2012,"berkeley, california",,,no,"english, tamil (okay), hindi (poorly)",25-34,430,57,2,22-32,Free,10
817866,41,single,m,mostly vegetarian,socially,71,70000,06/03/2012,"san francisco, california","doesn't have kids, but might want them",aquarius and it’s fun to think about,no,english (fluently),35-44,471,63,8,36-46,Premium,10
333299,27,single,m,mostly anything,often,70,-1,10/06/2012,"san francisco, california",,,no,"english (fluently), chinese (fluently), korean (fluently), japanese (okay)",25-34,195,82,7,22-32,Premium,5
558783,34,single,m,,rarely,71,-1,12/05/2012,"oakland, california",has kids,aquarius and it matters a lot,no,english,35-44,211,83,9,29-39,Free,8
537447,29,single,m,anything,socially,70,80000,30/06/2012,"belmont, california",,gemini but it doesn’t matter,no,"english (fluently), c++ (poorly)",25-34,446,78,9,24-34,Free,10
144962,42,single,m,,rarely,71,-1,26/12/2011,"berkeley, california",has a kid,aquarius and it’s fun to think about,no,english,35-44,15,71,1,37-47,Premium,8
191384,37,single,m,,socially,67,-1,28/06/2012,"san francisco, california",,scorpio and it’s fun to think about,no,"english (fluently), czech (fluently), french (okay), italian (poorly)",35-44,201,52,2,32-42,Free,10
970504,29,single,m,mostly vegetarian,socially,67,-1,30/06/2012,"san francisco, california",,gemini and it’s fun to think about,no,english (fluently),25-34,362,97,7,24-34,Premium,8
727693,26,single,m,strictly anything,socially,72,-1,30/06/2012,"san francisco, california",doesn't want kids,capricorn but it doesn’t matter,no,english,25-34,217,72,8,21-31,Free,10
777559,49,single,m,,socially,70,-1,30/06/2012,"san francisco, california",,,no,"english (fluently), italian (okay), german (poorly)",45-54,92,52,6,44-54,Premium,8
112348,59,single,f,,socially,64,80000,21/06/2012,"palo alto, california",has a kid,,no,english,55-64,132,55,5,54-64,Free,9
746029,48,single,f,,not at all,69,-1,09/06/2012,"san rafael, california",has a kid,cancer and it’s fun to think about,no,english,45-54,138,89,6,43-53,Free,4
845549,26,single,f,other,socially,64,-1,28/06/2012,"san francisco, california",doesn't have kids,pisces and it’s fun to think about,,english (fluently),25-34,156,72,2,21-31,Premium,8
371672,33,single,f,,socially,65,-1,30/06/2012,"oakland, california",,virgo but it doesn’t matter,no,english (fluently),25-34,492,61,9,28-38,Free,10
316730,33,single,f,,socially,67,-1,07/05/2012,"oakland, california",,libra and it’s fun to think about,no,"english, spanish",25-34,334,54,4,28-38,Free,9
831658,30,single,f,,socially,61,-1,26/06/2012,"san francisco, california",,taurus,no,english,25-34,69,54,9,25-35,Free,9
638025,28,single,f,anything,socially,64,-1,12/06/2012,"san francisco, california","doesn't have kids, but wants them",gemini but it doesn’t matter,no,english (fluently),25-34,303,52,8,23-33,Free,9
868495,29,single,f,mostly anything,socially,68,-1,30/06/2012,"san francisco, california",,taurus and it’s fun to think about,no,"english (fluently), polish (poorly)",25-34,14,53,4,24-34,Free,8
386432,26,single,f,,not at all,66,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",cancer and it’s fun to think about,no,"english (fluently), spanish (okay)",25-34,234,73,5,21-31,Free,8
892152,28,single,f,strictly anything,socially,64,-1,30/06/2012,"san francisco, california","doesn't have kids, but might want them",aquarius but it doesn’t matter,no,"english (fluently), italian (poorly), japanese (poorly), spanish (poorly)",25-34,211,54,7,23-33,Free,9
548201,49,single,f,,socially,63,-1,29/06/2012,"south san francisco, california",doesn't have kids,capricorn but it doesn’t matter,no,"english (fluently), spanish (okay)",45-54,289,80,5,44-54,Free,10
872568,36,single,f,,socially,69,-1,25/06/2012,"berkeley, california",doesn't want kids,capricorn,trying to quit,"english, sign language (poorly), french (poorly)",35-44,59,84,2,31-41,Free,8
525740,41,single,m,mostly anything,socially,67,40000,28/06/2012,"san francisco, california","has a kid, but doesn't want more",capricorn but it doesn’t matter,no,"english (fluently), spanish (fluently)",35-44,251,91,8,36-46,Premium,8
662132,24,single,f,mostly anything,socially,63,-1,15/06/2012,"oakland, california",doesn't have kids,scorpio and it’s fun to think about,no,"english, spanish (okay)",25-34,445,68,8,19-29,Free,9
418058,31,single,m,mostly anything,socially,72,-1,28/06/2012,"san francisco, california","doesn't have kids, but might want them",taurus and it’s fun to think about,when drinking,english (fluently),25-34,1,57,8,26-36,Free,9
541880,41,single,m,,rarely,70,80000,30/06/2012,"san mateo, california",,virgo and it’s fun to think about,when drinking,"english (fluently), other (fluently), latin (poorly), other (fluently)",35-44,235,77,8,36-46,Free,7
601001,22,single,m,anything,socially,75,-1,28/06/2012,"berkeley, california",,,,english,18-24,335,87,6,18-27,Premium,10
153337,35,single,m,mostly anything,socially,72,-1,18/06/2012,"san francisco, california",,scorpio but it doesn’t matter,no,english,35-44,18,72,2,30-40,Free,8
780792,29,seeing someone,m,strictly vegan,not at all,65,20000,19/04/2012,"oakland, california",,virgo but it doesn’t matter,no,"english (fluently), spanish (poorly)",25-34,481,56,4,24-34,Premium,10
772696,19,single,m,mostly anything,socially,72,-1,26/06/2012,"berkeley, california",,leo but it doesn’t matter,no,"english (fluently), chinese (okay)",18-24,48,87,2,18-24,Premium,9
850988,30,single,f,,socially,71,-1,21/06/2012,"san francisco, california","doesn't have kids, but wants them",virgo,no,english,25-34,77,62,2,25-35,Free,10
650674,37,single,f,,socially,68,-1,19/08/2011,"san francisco, california",,cancer,no,english,35-44,471,94,9,32-42,Free,8
490059,24,single,f,,socially,64,-1,06/04/2012,"berkeley, california",,aries,no,english,25-34,27,70,9,19-29,Free,8
